TransactionID,Date,Product,Category,Quantity,UnitPrice
93,2023-01-04,Thingamajig,Accessories,1,20.07
94,2023-01-04,Thingamajig,Accessories,4,31.86
95,2023-01-04,Widget A,Accessories,11,34.16
96,2023-01-04,Thingamajig,Accessories,9,25.83
97,2023-01-05,Contraption,Widgets,8,80.27
98,2023-01-05,Gadget B,Gadgets,8,36.56
99,2023-01-05,Gadget B,Accessories,5,37.82
100,2023-01-05,Widget A,Tools,12,48.04
101,2023-01-05,Doodad,Tools,1,90.72
102,2023-01-05,Widget A,Gadgets,15,70.38
103,2023-01-05,Doodad,Widgets,18,10.87
104,2023-01-05,Gadget B,Gadgets,6,8.73
105,2023-01-05,Widget A,Accessories,10,58.81
106,2023-01-05,Contraption,Widgets,14,89.27
107,2023-01-05,Thingamajig,Widgets,8,35.71
108,2023-01-05,Doodad,Accessories,3,28.54
109,2023-01-05,Thingamajig,Tools,19,76.08
110,2023-01-05,Thingamajig,Accessories,12,62.2
111,2023-01-05,Widget A,Gadgets,12,58.68
112,2023-01-05,Thingamajig,Accessories,15,19.18
113,2023-01-05,Contraption,Tools,7,21.72
114,2023-01-05,Thingamajig,Accessories,4,31.77
115,2023-01-05,Widget A,Gadgets,9,24.65
116,2023-01-05,Contraption,Gadgets,16,97.29
117,2023-01-05,Gadget B,Tools,13,6.77
118,2023-01-05,Thingamajig,Gadgets,4,64.48
119,2023-01-05,Widget A,Gadgets,9,54.17
120,2023-01-05,Gadget B,Accessories,18,35.71
121,2023-01-06,Gadget B,Widgets,15,89.32
122,2023-01-06,Doodad,Gadgets,15,68.67
123,2023-01-06,Contraption,Gadgets,6,99.84
124,2023-01-06,Thingamajig,Tools,11,21.02
125,2023-01-06,Widget A,Tools,8,13.35
126,2023-01-06,Doodad,Accessories,17,18.24
127,2023-01-06,Contraption,Accessories,17,30.58
128,2023-01-06,Doodad,Gadgets,18,44.59
129,2023-01-06,Contraption,Widgets,4,86.95
130,2023-01-06,Contraption,Widgets,15,31.94
131,2023-01-06,Thingamajig,Accessories,2,91.95
132,2023-01-06,Contraption,Tools,2,48.98
133,2023-01-06,Doodad,Gadgets,10,66.47
134,2023-01-06,Contraption,Gadgets,3,30.12
135,2023-01-06,Thingamajig,Widgets,8,19.82
136,2023-01-06,Thingamajig,Accessories,7,87.6
137,2023-01-06,Doodad,Widgets,12,15.4
138,2023-01-06,Gadget B,Widgets,19,78.53
139,2023-01-06,Gadget B,Accessories,15,60.19
140,2023-01-06,Contraption,Tools,14,86.81
141,2023-01-06,Widget A,Gadgets,16,73.19
142,2023-01-06,Contraption,Tools,14,31.76
143,2023-01-06,Doodad,Accessories,3,59.57
144,2023-01-06,Doodad,Accessories,18,6.24
145,2023-01-07,Doodad,Gadgets,6,50.15
146,2023-01-07,Doodad,Tools,17,13.17
147,2023-01-07,Doodad,Gadgets,14,45.75
148,2023-01-07,Thingamajig,Widgets,14,15.41
149,2023-01-07,Gadget B,Widgets,13,95.77
150,2023-01-07,Doodad,Widgets,3,54.69
151,2023-01-07,Widget A,Tools,13,91.76
152,2023-01-07,Widget A,Widgets,2,7.12
153,2023-01-07,Widget A,Gadgets,9,65.58
154,2023-01-07,Widget A,Tools,13,34.16
155,2023-01-07,Thingamajig,Gadgets,8,46.02
156,2023-01-07,Widget A,Accessories,16,87.94
157,2023-01-07,Doodad,Tools,3,98.1
158,2023-01-07,Contraption,Gadgets,13,28.42
159,2023-01-07,Widget A,Gadgets,4,95.08
160,2023-01-07,Thingamajig,Tools,18,70.43
161,2023-01-07,Thingamajig,Accessories,2,95.38
162,2023-01-07,Widget A,Tools,15,58.42
163,2023-01-07,Contraption,Widgets,17,96.27
164,2023-01-07,Widget A,Widgets,10,89.78
165,2023-01-07,Thingamajig,Accessories,1,17.22
166,2023-01-07,Gadget B,Gadgets,6,34.53
167,2023-01-07,Doodad,Gadgets,3,28.09
168,2023-01-07,Thingamajig,Gadgets,19,59.35
169,2023-01-08,Widget A,Tools,7,81.27
170,2023-01-08,Doodad,Tools,13,77.14
171,2023-01-08,Widget A,Accessories,13,74.04
172,2023-01-08,Widget A,Widgets,17,40.65
173,2023-01-08,Gadget B,Gadgets,1,18.27
174,2023-01-08,Doodad,Widgets,14,25.01
175,2023-01-08,Doodad,Tools,3,75.46
176,2023-01-08,Gadget B,Tools,14,19.02
177,2023-01-08,Thingamajig,Tools,1,26.18
178,2023-01-08,Widget A,Widgets,16,45.33
179,2023-01-08,Contraption,Accessories,10,11.85
180,2023-01-08,Widget A,Accessories,13,25.21
181,2023-01-08,Widget A,Tools,4,19.23
182,2023-01-08,Thingamajig,Gadgets,9,95.38
183,2023-01-08,Widget A,Widgets,14,23.19
184,2023-01-08,Gadget B,Tools,4,86.87
185,2023-01-08,Gadget B,Widgets,10,15.91
186,2023-01-08,Doodad,Widgets,8,87.62
187,2023-01-08,Contraption,Accessories,3,61.95
188,2023-01-08,Widget A,Tools,7,85.72
189,2023-01-08,Widget A,Accessories,10,87.4
190,2023-01-08,Thingamajig,Tools,3,61.66
191,2023-01-08,Gadget B,Widgets,2,92.18
192,2023-01-08,Contraption,Accessories,15,60.62
193,2023-01-09,Doodad,Widgets,9,72.69
194,2023-01-09,Gadget B,Tools,15,44.53
195,2023-01-09,Doodad,Gadgets,17,91.84
196,2023-01-09,Thingamajig,Accessories,7,83.3
197,2023-01-09,Thingamajig,Accessories,18,20.84
198,2023-01-09,Widget A,Widgets,15,59.76
199,2023-01-09,Contraption,Widgets,18,90.2
200,2023-01-09,Doodad,Gadgets,12,80.34
201,2023-01-09,Gadget B,Accessories,8,96.44
202,2023-01-09,Thingamajig,Tools,2,26.97
203,2023-01-09,Widget A,Tools,2,39.91
204,2023-01-09,Widget A,Accessories,5,53.18
205,2023-01-09,Doodad,Accessories,1,27.1
206,2023-01-09,Thingamajig,Accessories,4,42.43
207,2023-01-09,Contraption,Gadgets,6,56.07
208,2023-01-09,Thingamajig,Tools,13,23.18
209,2023-01-09,Doodad,Tools,19,29.39
210,2023-01-09,Doodad,Widgets,11,16.86
211,2023-01-09,Thingamajig,Widgets,13,72.77
212,2023-01-09,Doodad,Accessories,8,39.35
213,2023-01-09,Thingamajig,Widgets,7,25.93
214,2023-01-09,Gadget B,Gadgets,13,53.2
215,2023-01-09,Thingamajig,Tools,1,11.48
216,2023-01-09,Thingamajig,Tools,6,92.72
217,2023-01-10,Doodad,Widgets,7,32.97
218,2023-01-10,Doodad,Accessories,16,89.21
219,2023-01-10,Widget A,Widgets,15,52.27
220,2023-01-10,Widget A,Accessories,2,85.76
221,2023-01-10,Gadget B,Gadgets,16,28.47
222,2023-01-10,Widget A,Tools,17,21.65
223,2023-01-10,Thingamajig,Gadgets,15,85.69
224,2023-01-10,Doodad,Tools,3,25.23
225,2023-01-10,Widget A,Gadgets,4,75.89
226,2023-01-10,Widget A,Widgets,12,37.74
227,2023-01-10,Gadget B,Gadgets,5,76.08
228,2023-01-10,Gadget B,Gadgets,17,91.23
229,2023-01-10,Thingamajig,Widgets,6,98.26
230,2023-01-10,Doodad,Tools,10,39.18
231,2023-01-10,Gadget B,Tools,18,39.91
232,2023-01-10,Widget A,Widgets,10,98.23
233,2023-01-10,Doodad,Gadgets,6,86.85
234,2023-01-10,Doodad,Gadgets,6,9.28
235,2023-01-10,Widget A,Gadgets,15,59.48
236,2023-01-10,Gadget B,Accessories,4,22.22
237,2023-01-10,Widget A,Tools,16,99.43
238,2023-01-10,Doodad,Gadgets,8,18.2
239,2023-01-10,Contraption,Tools,7,58.14
240,2023-01-10,Contraption,Gadgets,19,68.19
241,2023-01-11,Thingamajig,Widgets,17,94.02
242,2023-01-11,Widget A,Widgets,13,85.49
243,2023-01-11,Widget A,Tools,15,28.35
244,2023-01-11,Thingamajig,Tools,2,59.4
245,2023-01-11,Thingamajig,Widgets,10,95.59
246,2023-01-11,Thingamajig,Accessories,13,74.89
247,2023-01-11,Doodad,Widgets,18,70.39
248,2023-01-11,Widget A,Gadgets,11,76.72
249,2023-01-11,Doodad,Accessories,13,35.64
250,2023-01-11,Thingamajig,Widgets,19,74.28
251,2023-01-11,Widget A,Accessories,5,27.12
252,2023-01-11,Doodad,Accessories,3,45.67
253,2023-01-11,Doodad,Accessories,19,89.54
254,2023-01-11,Thingamajig,Tools,13,6.8
255,2023-01-11,Widget A,Widgets,5,44.36
256,2023-01-11,Thingamajig,Tools,12,30.35
257,2023-01-11,Widget A,Tools,14,23.87
258,2023-01-11,Contraption,Gadgets,6,84.66
259,2023-01-11,Gadget B,Gadgets,9,71.17
260,2023-01-11,Gadget B,Accessories,17,15.7
261,2023-01-11,Gadget B,Accessories,8,51.97
262,2023-01-11,Thingamajig,Gadgets,13,49.36
263,2023-01-11,Contraption,Gadgets,5,18.54
264,2023-01-11,Widget A,Widgets,17,80.98
265,2023-01-12,Doodad,Accessories,3,39.83
266,2023-01-12,Widget A,Accessories,6,77.38
267,2023-01-12,Doodad,Gadgets,14,23.25
268,2023-01-12,Widget A,Widgets,15,34.93
269,2023-01-12,Contraption,Gadgets,14,14.04
270,2023-01-12,Doodad,Gadgets,11,18.63
271,2023-01-12,Thingamajig,Tools,11,88.9
272,2023-01-12,Widget A,Accessories,9,15.37
273,2023-01-12,Widget A,Widgets,6,14.09
274,2023-01-12,Doodad,Tools,15,94.34
275,2023-01-12,Thingamajig,Accessories,12,66.36
276,2023-01-12,Thingamajig,Gadgets,6,14.59
277,2023-01-12,Contraption,Widgets,1,97.31
278,2023-01-12,Thingamajig,Accessories,16,18.97
279,2023-01-12,Thingamajig,Gadgets,15,77.8
280,2023-01-12,Thingamajig,Tools,2,8.31
281,2023-01-12,Gadget B,Widgets,17,64.33
282,2023-01-12,Contraption,Accessories,3,56.94
283,2023-01-12,Widget A,Tools,3,24.76
284,2023-01-12,Doodad,Gadgets,5,66.1
285,2023-01-12,Widget A,Gadgets,17,63.62
286,2023-01-12,Contraption,Accessories,17,80.84
287,2023-01-12,Doodad,Gadgets,6,88.21
288,2023-01-12,Contraption,Widgets,1,53.46
289,2023-01-13,Thingamajig,Accessories,7,51.58
290,2023-01-13,Doodad,Tools,15,64.05
291,2023-01-13,Thingamajig,Accessories,7,74.27
292,2023-01-13,Widget A,Accessories,19,38.84
293,2023-01-13,Widget A,Tools,11,52.94
294,2023-01-13,Doodad,Gadgets,14,60.58
295,2023-01-13,Doodad,Tools,13,98.9
296,2023-01-13,Contraption,Widgets,9,60.83
297,2023-01-13,Contraption,Gadgets,9,26.3
298,2023-01-13,Thingamajig,Accessories,16,60.86
299,2023-01-13,Doodad,Gadgets,12,82.85
300,2023-01-13,Widget A,Gadgets,10,86.45
301,2023-01-13,Contraption,Widgets,6,81.02
302,2023-01-13,Contraption,Gadgets,18,89.38
303,2023-01-13,Widget A,Gadgets,2,36.8
304,2023-01-13,Contraption,Gadgets,9,53.22
305,2023-01-13,Thingamajig,Accessories,19,79.06
306,2023-01-13,Doodad,Gadgets,6,30.12
307,2023-01-13,Widget A,Tools,2,40.3
308,2023-01-13,Doodad,Gadgets,15,83.96
309,2023-01-13,Contraption,Widgets,17,78.16
310,2023-01-13,Contraption,Gadgets,16,97.26
311,2023-01-13,Widget A,Gadgets,8,99.62
312,2023-01-13,Thingamajig,Accessories,10,27.87
313,2023-01-14,Gadget B,Tools,10,90.54
314,2023-01-14,Widget A,Gadgets,18,13.98
315,2023-01-14,Gadget B,Tools,10,72.43
316,2023-01-14,Gadget B,Widgets,9,25.91
317,2023-01-14,Thingamajig,Accessories,19,33.53
318,2023-01-14,Gadget B,Tools,1,94.9
319,2023-01-14,Gadget B,Accessories,4,30.0
320,2023-01-14,Thingamajig,Gadgets,3,68.95
321,2023-01-14,Gadget B,Widgets,10,21.92
322,2023-01-14,Gadget B,Accessories,12,13.87
323,2023-01-14,Gadget B,Gadgets,18,37.24
324,2023-01-14,Widget A,Tools,6,64.3
325,2023-01-14,Widget A,Widgets,2,28.55
326,2023-01-14,Widget A,Widgets,10,33.52
327,2023-01-14,Thingamajig,Tools,2,72.33
328,2023-01-14,Contraption,Tools,9,14.77
329,2023-01-14,Gadget B,Widgets,10,47.46
330,2023-01-14,Gadget B,Accessories,2,94.46
331,2023-01-14,Thingamajig,Widgets,8,42.71
332,2023-01-14,Gadget B,Tools,17,46.25
333,2023-01-14,Widget A,Accessories,17,75.13
334,2023-01-14,Contraption,Gadgets,4,79.01
335,2023-01-14,Doodad,Widgets,18,78.11
336,2023-01-14,Gadget B,Tools,12,99.8
337,2023-01-15,Widget A,Gadgets,17,11.79
338,2023-01-15,Doodad,Widgets,9,98.31
339,2023-01-15,Contraption,Widgets,19,95.27
340,2023-01-15,Doodad,Accessories,14,85.95
341,2023-01-15,Widget A,Tools,14,48.14
342,2023-01-15,Doodad,Gadgets,17,87.74
343,2023-01-15,Thingamajig,Widgets,2,25.98
344,2023-01-15,Doodad,Accessories,8,80.21
345,2023-01-15,Gadget B,Gadgets,5,22.6
346,2023-01-15,Gadget B,Gadgets,7,82.46
347,2023-01-15,Thingamajig,Widgets,16,63.38
348,2023-01-15,Widget A,Gadgets,16,14.31
349,2023-01-15,Gadget B,Widgets,17,90.06
350,2023-01-15,Contraption,Accessories,7,59.91
351,2023-01-15,Gadget B,Accessories,8,67.34
352,2023-01-15,Gadget B,Gadgets,8,31.93
353,2023-01-15,Widget A,Widgets,11,87.81
354,2023-01-15,Doodad,Tools,15,56.79
355,2023-01-15,Gadget B,Accessories,18,45.01
356,2023-01-15,Thingamajig,Widgets,6,55.76
357,2023-01-15,Doodad,Widgets,12,71.81
358,2023-01-15,Contraption,Widgets,15,71.03
359,2023-01-15,Widget A,Gadgets,6,38.97
360,2023-01-15,Contraption,Tools,18,41.6
361,2023-01-16,Doodad,Gadgets,9,58.41
362,2023-01-16,Doodad,Accessories,8,92.82
363,2023-01-16,Doodad,Gadgets,14,75.82
364,2023-01-16,Contraption,Widgets,19,42.09
365,2023-01-16,Doodad,Gadgets,19,37.02
366,2023-01-16,Contraption,Widgets,8,54.75
367,2023-01-16,Doodad,Tools,2,87.65
368,2023-01-16,Thingamajig,Gadgets,4,5.82
369,2023-01-16,Doodad,Gadgets,6,72.5
370,2023-01-16,Contraption,Gadgets,3,32.98
371,2023-01-16,Gadget B,Widgets,3,24.8
372,2023-01-16,Doodad,Widgets,19,6.15
373,2023-01-16,Gadget B,Gadgets,11,90.18
374,2023-01-16,Thingamajig,Gadgets,10,91.66
375,2023-01-16,Widget A,Tools,12,10.83
376,2023-01-16,Thingamajig,Tools,14,54.57
377,2023-01-16,Doodad,Accessories,18,19.49
378,2023-01-16,Gadget B,Tools,9,77.08
379,2023-01-16,Gadget B,Tools,15,68.21
380,2023-01-16,Contraption,Tools,3,33.23
381,2023-01-16,Gadget B,Widgets,11,16.11
382,2023-01-16,Contraption,Tools,10,83.97
383,2023-01-16,Widget A,Tools,18,69.05
384,2023-01-16,Doodad,Gadgets,4,5.65
385,2023-01-17,Contraption,Widgets,13,64.65
386,2023-01-17,Widget A,Accessories,6,81.98
387,2023-01-17,Gadget B,Accessories,13,61.12
388,2023-01-17,Gadget B,Tools,5,45.35
389,2023-01-17,Widget A,Accessories,14,60.47
390,2023-01-17,Gadget B,Accessories,13,63.87
391,2023-01-17,Widget A,Accessories,14,65.8
392,2023-01-17,Contraption,Tools,8,96.87
393,2023-01-17,Contraption,Accessories,16,21.97
394,2023-01-17,Widget A,Tools,13,64.19
395,2023-01-17,Contraption,Gadgets,15,22.86
396,2023-01-17,Contraption,Gadgets,19,24.95
397,2023-01-17,Contraption,Accessories,1,68.58
398,2023-01-17,Thingamajig,Gadgets,2,92.02
399,2023-01-17,Doodad,Tools,18,20.11
400,2023-01-17,Gadget B,Gadgets,19,96.43
401,2023-01-17,Thingamajig,Accessories,8,35.34
402,2023-01-17,Contraption,Tools,3,42.17
403,2023-01-17,Widget A,Widgets,14,19.6
404,2023-01-17,Contraption,Tools,9,63.5
405,2023-01-17,Doodad,Gadgets,8,61.66
406,2023-01-17,Contraption,Widgets,17,47.02
407,2023-01-17,Widget A,Tools,16,50.23
408,2023-01-17,Doodad,Widgets,10,64.18
409,2023-01-18,Contraption,Widgets,10,60.43
410,2023-01-18,Doodad,Widgets,6,40.56
411,2023-01-18,Gadget B,Tools,17,88.99
412,2023-01-18,Gadget B,Gadgets,16,68.43
413,2023-01-18,Contraption,Tools,15,24.51
414,2023-01-18,Doodad,Gadgets,14,35.39
415,2023-01-18,Widget A,Tools,4,79.85
416,2023-01-18,Contraption,Tools,4,14.93
417,2023-01-18,Gadget B,Tools,2,76.27
418,2023-01-18,Gadget B,Gadgets,11,39.09
419,2023-01-18,Contraption,Tools,4,57.41
420,2023-01-18,Doodad,Widgets,16,31.65
421,2023-01-18,Gadget B,Tools,4,98.71
422,2023-01-18,Doodad,Widgets,1,91.05
423,2023-01-18,Gadget B,Accessories,19,93.2
424,2023-01-18,Gadget B,Accessories,2,22.55
425,2023-01-18,Thingamajig,Gadgets,9,84.96
426,2023-01-18,Gadget B,Gadgets,13,55.86
427,2023-01-18,Widget A,Accessories,18,72.25
428,2023-01-18,Contraption,Tools,16,25.66
429,2023-01-18,Contraption,Tools,16,72.64
430,2023-01-18,Doodad,Tools,10,91.86
431,2023-01-18,Gadget B,Accessories,9,30.41
432,2023-01-18,Widget A,Widgets,11,27.17
433,2023-01-19,Doodad,Gadgets,4,14.92
434,2023-01-19,Thingamajig,Widgets,10,30.35
435,2023-01-19,Doodad,Accessories,3,55.9
436,2023-01-19,Doodad,Widgets,6,84.11
437,2023-01-19,Gadget B,Tools,3,31.49
438,2023-01-19,Thingamajig,Tools,9,64.01
439,2023-01-19,Doodad,Widgets,3,50.56
440,2023-01-19,Widget A,Accessories,18,32.42
441,2023-01-19,Widget A,Widgets,8,53.48
442,2023-01-19,Contraption,Tools,8,20.96
443,2023-01-19,Thingamajig,Tools,15,65.76
444,2023-01-19,Thingamajig,Accessories,13,15.99
445,2023-01-19,Contraption,Widgets,7,74.44
446,2023-01-19,Doodad,Tools,19,21.88
447,2023-01-19,Thingamajig,Tools,8,99.83
448,2023-01-19,Widget A,Widgets,10,83.25
449,2023-01-19,Widget A,Widgets,17,37.66
450,2023-01-19,Gadget B,Gadgets,1,45.49
451,2023-01-19,Thingamajig,Accessories,13,29.62
452,2023-01-19,Doodad,Accessories,13,77.88
453,2023-01-19,Contraption,Widgets,16,41.17
454,2023-01-19,Contraption,Accessories,9,76.74
455,2023-01-19,Doodad,Tools,10,6.75
456,2023-01-19,Gadget B,Widgets,6,17.88
457,2023-01-20,Contraption,Widgets,5,39.67
458,2023-01-20,Thingamajig,Widgets,2,15.35
459,2023-01-20,Gadget B,Gadgets,11,62.11
460,2023-01-20,Thingamajig,Accessories,9,9.83
461,2023-01-20,Widget A,Gadgets,6,86.68
462,2023-01-20,Gadget B,Tools,8,77.32
463,2023-01-20,Contraption,Accessories,9,25.54
464,2023-01-20,Gadget B,Gadgets,9,50.96
465,2023-01-20,Gadget B,Widgets,8,47.92
466,2023-01-20,Gadget B,Gadgets,12,73.86
467,2023-01-20,Gadget B,Widgets,8,43.14
468,2023-01-20,Thingamajig,Gadgets,3,8.13
469,2023-01-20,Widget A,Gadgets,13,31.0
470,2023-01-20,Doodad,Gadgets,19,49.29
471,2023-01-20,Gadget B,Widgets,2,97.58
472,2023-01-20,Contraption,Gadgets,17,88.71
473,2023-01-20,Gadget B,Accessories,16,22.23
474,2023-01-20,Contraption,Accessories,4,73.71
475,2023-01-20,Thingamajig,Accessories,18,94.0
476,2023-01-20,Contraption,Widgets,14,5.84
477,2023-01-20,Doodad,Widgets,2,73.49
478,2023-01-20,Widget A,Accessories,13,48.64
479,2023-01-20,Contraption,Accessories,17,69.62
480,2023-01-20,Contraption,Accessories,15,62.53
481,2023-01-21,Widget A,Tools,5,98.54
482,2023-01-21,Doodad,Accessories,7,32.44
483,2023-01-21,Gadget B,Gadgets,18,79.68
484,2023-01-21,Contraption,Tools,11,27.29
485,2023-01-21,Widget A,Tools,18,46.38
486,2023-01-21,Thingamajig,Widgets,5,97.66
487,2023-01-21,Widget A,Gadgets,13,77.78
488,2023-01-21,Thingamajig,Widgets,18,35.0
489,2023-01-21,Doodad,Widgets,2,63.84
490,2023-01-21,Gadget B,Gadgets,4,9.72
491,2023-01-21,Widget A,Widgets,13,30.31
492,2023-01-21,Contraption,Gadgets,16,73.25
493,2023-01-21,Doodad,Gadgets,6,59.16
494,2023-01-21,Widget A,Widgets,8,49.62
495,2023-01-21,Contraption,Accessories,16,70.63
496,2023-01-21,Widget A,Widgets,13,42.85
497,2023-01-21,Thingamajig,Tools,4,7.48
498,2023-01-21,Widget A,Widgets,2,46.9
499,2023-01-21,Widget A,Gadgets,9,90.7
500,2023-01-21,Widget A,Tools,18,86.38
501,2023-01-21,Doodad,Gadgets,17,43.85
502,2023-01-21,Widget A,Accessories,8,7.11
503,2023-01-21,Contraption,Accessories,15,65.45
504,2023-01-21,Thingamajig,Tools,9,75.41
505,2023-01-22,Thingamajig,Accessories,17,32.95
506,2023-01-22,Widget A,Accessories,2,50.28
507,2023-01-22,Doodad,Widgets,6,99.23
508,2023-01-22,Doodad,Widgets,5,59.75
509,2023-01-22,Contraption,Accessories,17,38.35
510,2023-01-22,Widget A,Accessories,2,64.61
511,2023-01-22,Thingamajig,Widgets,18,22.1
512,2023-01-22,Doodad,Accessories,10,23.93
513,2023-01-22,Widget A,Accessories,10,92.87
514,2023-01-22,Doodad,Gadgets,6,27.72
515,2023-01-22,Doodad,Accessories,12,34.52
516,2023-01-22,Thingamajig,Tools,17,56.66
517,2023-01-22,Gadget B,Gadgets,13,90.47
518,2023-01-22,Contraption,Tools,16,79.24
519,2023-01-22,Contraption,Accessories,10,9.16
520,2023-01-22,Thingamajig,Widgets,2,70.84
521,2023-01-22,Doodad,Gadgets,2,52.89
522,2023-01-22,Widget A,Widgets,7,50.18
523,2023-01-22,Doodad,Gadgets,6,70.7
524,2023-01-22,Thingamajig,Widgets,1,23.64
525,2023-01-22,Contraption,Gadgets,12,98.24
526,2023-01-22,Doodad,Gadgets,13,66.3
527,2023-01-22,Contraption,Tools,12,39.74
528,2023-01-22,Widget A,Widgets,19,62.02
529,2023-01-23,Contraption,Tools,9,25.56
530,2023-01-23,Contraption,Tools,10,65.21
531,2023-01-23,Gadget B,Widgets,17,7.68
532,2023-01-23,Gadget B,Gadgets,18,37.41
533,2023-01-23,Gadget B,Tools,8,76.01
534,2023-01-23,Contraption,Widgets,7,81.76
535,2023-01-23,Thingamajig,Gadgets,9,29.03
536,2023-01-23,Contraption,Tools,10,56.24
537,2023-01-23,Thingamajig,Tools,12,55.21
538,2023-01-23,Thingamajig,Tools,15,45.04
539,2023-01-23,Gadget B,Gadgets,15,26.7
540,2023-01-23,Doodad,Tools,4,71.81
541,2023-01-23,Widget A,Gadgets,4,28.97
542,2023-01-23,Gadget B,Accessories,1,91.55
543,2023-01-23,Gadget B,Tools,12,55.21
544,2023-01-23,Doodad,Accessories,2,87.7
545,2023-01-23,Widget A,Widgets,15,32.62
